股票代码,开始时间,结束时间,成交量,成交额,开盘价,最低价,最高价,收盘价,开盘价（前复权）,最低价（前复权）,最高价（前复权）,收盘价（前复权）,开盘价（后复权）,最低价（后复权）,最高价（后复权）,收盘价（后复权）
603323,2016-11-29,2016-11-30,77312,755830.0,8.20,8.20,9.84,9.84,8.20,8.20,9.84,9.84,8.20,8.20,9.84,9.84
603323,2016-11-30,2016-12-01,33933,367155.0,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82,10.82
603323,2016-12-01,2016-12-02,65900,784210.0,11.90,11.90,11.90,11.90,11.90,11.90,11.90,11.90,11.90,11.90,11.90,11.90
603323,2016-12-02,2016-12-03,210899,2760670.0,13.09,13.09,13.09,13.09,13.09,13.09,13.09,13.09,13.09,13.09,13.09,13.09
603323,2016-12-05,2016-12-06,573437,8257490.0,14.40,14.40,14.40,14.40,14.40,14.40,14.40,14.40,14.40,14.40,14.40,14.40
603323,2016-12-06,2016-12-07,567725,8992760.0,15.84,15.84,15.84,15.84,15.84,15.84,15.84,15.84,15.84,15.84,15.84,15.84
603323,2016-12-07,2016-12-08,24815739,4.32110016E8,17.42,17.01,17.42,17.42,17.42,17.01,17.42,17.42,17.42,17.01,17.42,17.42
603323,2016-12-08,2016-12-09,71029163,1.31202995E9,18.05,17.70,19.16,19.16,18.05,17.70,19.16,19.16,18.05,17.70,19.16,19.16
603323,2016-12-09,2016-12-10,62798708,1.13210995E9,18.70,17.44,18.70,17.69,18.70,17.44,18.70,17.69,18.70,17.44,18.70,17.69
603323,2016-12-12,2016-12-13,40303686,7.0161997E8,17.45,16.59,18.15,16.71,17.45,16.59,18.15,16.71,17.45,16.59,18.15,16.71
603323,2016-12-13,2016-12-14,25583994,4.22446016E8,16.51,16.21,16.83,16.56,16.51,16.21,16.83,16.56,16.51,16.21,16.83,16.56
603323,2016-12-14,2016-12-15,25006285,4.13265984E8,16.40,16.13,16.95,16.19,16.40,16.13,16.95,16.19,16.40,16.13,16.95,16.19
603323,2016-12-15,2016-12-16,20116872,3.23254016E8,16.00,15.82,16.39,16.04,16.00,15.82,16.39,16.04,16.00,15.82,16.39,16.04
603323,2016-12-16,2016-12-17,15100664,2.42148E8,16.06,15.83,16.34,15.95,16.06,15.83,16.34,15.95,16.06,15.83,16.34,15.95
603323,2016-12-19,2016-12-20,17170078,2.70431008E8,15.98,15.41,16.06,15.89,15.98,15.41,16.06,15.89,15.98,15.41,16.06,15.89
603323,2016-12-20,2016-12-21,12172197,1.93407008E8,15.80,15.68,16.07,15.90,15.80,15.68,16.07,15.90,15.80,15.68,16.07,15.90
603323,2016-12-21,2016-12-22,12402933,1.97063008E8,15.93,15.70,16.06,15.87,15.93,15.70,16.06,15.87,15.93,15.70,16.06,15.87
603323,2016-12-22,2016-12-23,12678551,2.00228992E8,15.87,15.49,16.00,15.79,15.87,15.49,16.00,15.79,15.87,15.49,16.00,15.79
603323,2016-12-23,2016-12-24,16490818,2.62296E8,15.68,15.56,16.25,15.73,15.68,15.56,16.25,15.73,15.68,15.56,16.25,15.73
603323,2016-12-26,2016-12-27,19201599,3.06215008E8,15.39,15.29,16.39,16.30,15.39,15.29,16.39,16.30,15.39,15.29,16.39,16.30
603323,2016-12-27,2016-12-28,8235554,1.33416E8,16.12,16.01,16.34,16.23,16.12,16.01,16.34,16.23,16.12,16.01,16.34,16.23
603323,2016-12-28,2016-12-29,5872356,9.50336E7,16.20,16.09,16.28,16.21,16.20,16.09,16.28,16.21,16.20,16.09,16.28,16.21
603323,2016-12-29,2016-12-30,6602449,1.07229E8,16.18,16.08,16.37,16.11,16.18,16.08,16.37,16.11,16.18,16.08,16.37,16.11
603323,2016-12-30,2016-12-31,10095093,1.59419008E8,16.00,15.44,16.20,15.46,16.00,15.44,16.20,15.46,16.00,15.44,16.20,15.46
603323,2017-01-03,2017-01-04,12013614,1.88627008E8,15.48,15.38,15.87,15.68,15.48,15.38,15.87,15.68,15.48,15.38,15.87,15.68
603323,2017-01-04,2017-01-05,7349796,1.14573E8,15.63,15.49,15.73,15.57,15.63,15.49,15.73,15.57,15.63,15.49,15.73,15.57
603323,2017-01-05,2017-01-06,5533027,8.6301296E7,15.59,15.51,15.72,15.55,15.59,15.51,15.72,15.55,15.59,15.51,15.72,15.55
603323,2017-01-06,2017-01-07,4960020,7.6944704E7,15.53,15.30,15.68,15.33,15.53,15.30,15.68,15.33,15.53,15.30,15.68,15.33
603323,2017-01-09,2017-01-10,6447599,9.80256E7,15.30,15.00,15.45,15.12,15.30,15.00,15.45,15.12,15.30,15.00,15.45,15.12
