股票代码,开始时间,结束时间,成交量,成交额,开盘价,最低价,最高价,收盘价,开盘价（前复权）,最低价（前复权）,最高价（前复权）,收盘价（前复权）,开盘价（后复权）,最低价（后复权）,最高价（后复权）,收盘价（后复权）
603368,2014-12-04,2014-12-05,18300,690378.0,31.46,31.46,37.76,37.76,31.07,31.07,37.29,37.29,31.46,31.46,37.76,37.76
603368,2014-12-05,2014-12-06,14000,581560.0,41.54,41.54,41.54,41.54,41.03,41.03,41.03,41.03,41.54,41.54,41.54,41.54
603368,2014-12-08,2014-12-09,20900,954921.0,45.69,45.69,45.69,45.69,45.13,45.13,45.13,45.13,45.69,45.69,45.69,45.69
603368,2014-12-09,2014-12-10,59650,2998010.0,50.26,50.26,50.26,50.26,49.64,49.64,49.64,49.64,50.26,50.26,50.26,50.26
603368,2014-12-10,2014-12-11,98800,5462650.0,55.29,55.29,55.29,55.29,54.61,54.61,54.61,54.61,55.29,55.29,55.29,55.29
603368,2014-12-11,2014-12-12,10689097,6.2806003E8,60.70,56.01,60.82,60.82,59.95,55.32,60.07,60.07,60.70,56.01,60.82,60.82
603368,2014-12-12,2014-12-13,6518821,3.82169984E8,59.65,57.50,60.70,57.81,58.91,56.79,59.95,57.10,59.65,57.50,60.70,57.81
603368,2014-12-15,2014-12-16,4854309,2.70056992E8,57.50,54.51,57.50,56.01,56.79,53.84,56.79,55.32,57.50,54.51,57.50,56.01
603368,2014-12-16,2014-12-17,3279639,1.79816992E8,55.80,54.30,56.50,54.51,55.11,53.63,55.80,53.84,55.80,54.30,56.50,54.51
603368,2014-12-17,2014-12-18,3543015,1.88402E8,54.50,52.31,54.50,52.40,53.83,51.66,53.83,51.75,54.50,52.31,54.50,52.40
603368,2014-12-18,2014-12-19,2675942,1.41367008E8,52.60,52.04,53.78,52.50,51.95,51.40,53.12,51.85,52.60,52.04,53.78,52.50
603368,2014-12-19,2014-12-20,3483553,1.74179008E8,52.20,49.01,52.22,49.29,51.56,48.41,51.58,48.68,52.20,49.01,52.22,49.29
603368,2014-12-22,2014-12-23,2906650,1.35343008E8,48.81,45.55,48.81,45.60,48.21,44.99,48.21,45.04,48.81,45.55,48.81,45.60
603368,2014-12-23,2014-12-24,4955181,2.45038E8,46.00,46.00,50.16,50.16,45.43,45.43,49.54,49.54,46.00,46.00,50.16,50.16
603368,2014-12-24,2014-12-25,5022111,2.53752992E8,50.16,49.00,52.60,51.41,49.54,48.40,51.95,50.78,50.16,49.00,52.60,51.41
603368,2014-12-25,2014-12-26,2971723,1.46859008E8,50.52,48.67,50.99,49.47,49.90,48.07,50.36,48.86,50.52,48.67,50.99,49.47
603368,2014-12-26,2014-12-27,1879993,9.28348E7,49.00,48.70,49.99,49.20,48.40,48.10,49.37,48.59,49.00,48.70,49.99,49.20
603368,2014-12-29,2014-12-30,2556851,1.22076E8,48.75,46.86,48.80,48.18,48.15,46.28,48.20,47.59,48.75,46.86,48.80,48.18
603368,2014-12-30,2014-12-31,5129866,2.63215008E8,48.00,47.82,53.00,52.00,47.41,47.23,52.35,51.36,48.00,47.82,53.00,52.00
603368,2014-12-31,2015-01-01,2200722,1.12775E8,50.25,50.02,52.99,51.40,49.63,49.40,52.34,50.77,50.25,50.02,52.99,51.40
